# radius        density         temperature       velocity          h          he          c           n           o           ne           mg           si          s          ar          ca          ti          cr           fe           ni          fe52
     8.545000e+12       1.140255e-11       2.406862e+05       1.709760e+10       0.000000e+00       3.399152e-01       3.859549e-01       0.000000e+00       2.739785e-01       9.039549e-05       2.376248e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606229e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.555000e+12       1.191196e-11       2.400016e+05       1.710920e+10       0.000000e+00       3.399152e-01       3.859561e-01       0.000000e+00       2.739773e-01       9.039553e-05       2.376254e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606234e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.565000e+12       1.250309e-11       2.393657e+05       1.711978e+10       0.000000e+00       3.399151e-01       3.859575e-01       0.000000e+00       2.739760e-01       9.039558e-05       2.376259e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606240e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.575000e+12       1.318472e-11       2.390012e+05       1.712908e+10       0.000000e+00       3.399151e-01       3.859589e-01       0.000000e+00       2.739746e-01       9.039563e-05       2.376265e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606247e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.585000e+12       1.396405e-11       2.393857e+05       1.713685e+10       0.000000e+00       3.399151e-01       3.859605e-01       0.000000e+00       2.739730e-01       9.039569e-05       2.376271e-05       2.062091e-05       1.391062e-05       1.119050e-06       1.606254e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.595000e+12       1.478113e-11       2.404400e+05       1.714287e+10       0.000000e+00       3.399150e-01       3.859622e-01       0.000000e+00       2.739714e-01       9.039575e-05       2.376278e-05       2.062091e-05       1.391062e-05       1.119050e-06       1.606261e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.605000e+12       1.542182e-11       2.381609e+05       1.714692e+10       0.000000e+00       3.399150e-01       3.859640e-01       0.000000e+00       2.739696e-01       9.039581e-05       2.376286e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606269e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.615000e+12       1.587069e-11       2.391909e+05       1.714882e+10       0.000000e+00       3.399150e-01       3.859659e-01       0.000000e+00       2.739677e-01       9.039588e-05       2.376294e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606278e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.625000e+12       1.615409e-11       2.423864e+05       1.714958e+10       0.000000e+00       3.399149e-01       3.859680e-01       0.000000e+00       2.739656e-01       9.039596e-05       2.376302e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606287e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.635000e+12       1.630922e-11       2.468010e+05       1.715002e+10       0.000000e+00       3.399149e-01       3.859703e-01       0.000000e+00       2.739634e-01       9.039604e-05       2.376311e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606297e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.645000e+12       1.635774e-11       2.483062e+05       1.715052e+10       0.000000e+00       3.399148e-01       3.859727e-01       0.000000e+00       2.739610e-01       9.039614e-05       2.376322e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606308e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.655000e+12       1.635803e-11       2.482251e+05       1.715134e+10       0.000000e+00       3.399148e-01       3.859753e-01       0.000000e+00       2.739585e-01       9.039623e-05       2.376332e-05       2.062090e-05       1.391060e-05       1.119049e-06       1.606320e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.665000e+12       1.633738e-11       2.480527e+05       1.715266e+10       0.000000e+00       3.399147e-01       3.859781e-01       0.000000e+00       2.739558e-01       9.039634e-05       2.376344e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606332e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.675000e+12       1.627803e-11       2.480910e+05       1.715457e+10       0.000000e+00       3.399147e-01       3.859810e-01       0.000000e+00       2.739529e-01       9.039645e-05       2.376356e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606345e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.685000e+12       1.616363e-11       2.483345e+05       1.715712e+10       0.000000e+00       3.399146e-01       3.859841e-01       0.000000e+00       2.739498e-01       9.039656e-05       2.376369e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606359e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.695000e+12       1.598016e-11       2.487822e+05       1.716028e+10       0.000000e+00       3.399146e-01       3.859873e-01       0.000000e+00       2.739467e-01       9.039668e-05       2.376383e-05       2.062088e-05       1.391060e-05       1.119048e-06       1.606374e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.705000e+12       1.571627e-11       2.493986e+05       1.716407e+10       0.000000e+00       3.399145e-01       3.859907e-01       0.000000e+00       2.739433e-01       9.039681e-05       2.376397e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606389e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.715000e+12       1.536326e-11       2.501599e+05       1.716844e+10       0.000000e+00       3.399145e-01       3.859942e-01       0.000000e+00       2.739399e-01       9.039694e-05       2.376411e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606405e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.725000e+12       1.491506e-11       2.510655e+05       1.717340e+10       0.000000e+00       3.399145e-01       3.859978e-01       0.000000e+00       2.739363e-01       9.039707e-05       2.376426e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606421e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.735000e+12       1.436815e-11       2.521384e+05       1.717894e+10       0.000000e+00       3.399144e-01       3.860014e-01       0.000000e+00       2.739328e-01       9.039720e-05       2.376442e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606438e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.745000e+12       1.372147e-11       2.534241e+05       1.718507e+10       0.000000e+00       3.399144e-01       3.860048e-01       0.000000e+00       2.739294e-01       9.039734e-05       2.376458e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606454e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.755000e+12       1.297624e-11       2.549927e+05       1.719180e+10       0.000000e+00       3.399144e-01       3.860080e-01       0.000000e+00       2.739262e-01       9.039748e-05       2.376474e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606470e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.765000e+12       1.213575e-11       2.569475e+05       1.719913e+10       0.000000e+00       3.399144e-01       3.860110e-01       0.000000e+00       2.739231e-01       9.039763e-05       2.376489e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606486e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.775000e+12       1.120502e-11       2.594415e+05       1.720709e+10       0.000000e+00       3.399144e-01       3.860139e-01       0.000000e+00       2.739202e-01       9.039777e-05       2.376503e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606500e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.785000e+12       1.019044e-11       2.627195e+05       1.721566e+10       0.000000e+00       3.399144e-01       3.860167e-01       0.000000e+00       2.739175e-01       9.039791e-05       2.376518e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606514e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.795000e+12       9.099359e-12       2.671859e+05       1.722486e+10       0.000000e+00       3.399144e-01       3.860194e-01       0.000000e+00       2.739148e-01       9.039805e-05       2.376531e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606528e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.805000e+12       8.005582e-12       2.721458e+05       1.723467e+10       0.000000e+00       3.399144e-01       3.860220e-01       0.000000e+00       2.739121e-01       9.039818e-05       2.376545e-05       2.062087e-05       1.391059e-05       1.119047e-06       1.606542e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.815000e+12       7.036751e-12       2.759733e+05       1.724509e+10       0.000000e+00       3.399144e-01       3.860246e-01       0.000000e+00       2.739096e-01       9.039832e-05       2.376558e-05       2.062087e-05       1.391059e-05       1.119047e-06       1.606555e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.825000e+12       6.185822e-12       2.792822e+05       1.725610e+10       0.000000e+00       3.399144e-01       3.860271e-01       0.000000e+00       2.739071e-01       9.039845e-05       2.376572e-05       2.062087e-05       1.391059e-05       1.119047e-06       1.606568e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.835000e+12       5.439761e-12       2.820453e+05       1.726767e+10       0.000000e+00       3.399144e-01       3.860296e-01       0.000000e+00       2.739046e-01       9.039859e-05       2.376585e-05       2.062087e-05       1.391059e-05       1.119047e-06       1.606581e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.845000e+12       4.786206e-12       2.844084e+05       1.727976e+10       0.000000e+00       3.399144e-01       3.860320e-01       0.000000e+00       2.739022e-01       9.039872e-05       2.376597e-05       2.062087e-05       1.391059e-05       1.119047e-06       1.606593e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.855000e+12       4.213904e-12       2.864210e+05       1.729234e+10       0.000000e+00       3.399144e-01       3.860343e-01       0.000000e+00       2.738999e-01       9.039885e-05       2.376610e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606605e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.865000e+12       3.712722e-12       2.877577e+05       1.730534e+10       0.000000e+00       3.399144e-01       3.860366e-01       0.000000e+00       2.738976e-01       9.039898e-05       2.376622e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606617e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.875000e+12       3.273616e-12       2.886367e+05       1.731870e+10       0.000000e+00       3.399144e-01       3.860388e-01       0.000000e+00       2.738954e-01       9.039911e-05       2.376634e-05       2.062088e-05       1.391059e-05       1.119047e-06       1.606629e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.885000e+12       2.888586e-12       2.893388e+05       1.733237e+10       0.000000e+00       3.399144e-01       3.860410e-01       0.000000e+00       2.738932e-01       9.039923e-05       2.376646e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606640e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.895000e+12       2.550606e-12       2.896379e+05       1.734627e+10       0.000000e+00       3.399144e-01       3.860430e-01       0.000000e+00       2.738911e-01       9.039935e-05       2.376658e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606651e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.905000e+12       2.253545e-12       2.896099e+05       1.736035e+10       0.000000e+00       3.399144e-01       3.860451e-01       0.000000e+00       2.738891e-01       9.039947e-05       2.376669e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606662e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.915000e+12       1.992082e-12       2.895067e+05       1.737454e+10       0.000000e+00       3.399144e-01       3.860470e-01       0.000000e+00       2.738871e-01       9.039959e-05       2.376680e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606673e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.925000e+12       1.761625e-12       2.894148e+05       1.738879e+10       0.000000e+00       3.399145e-01       3.860489e-01       0.000000e+00       2.738852e-01       9.039970e-05       2.376690e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606683e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.935000e+12       1.558217e-12       2.892882e+05       1.740305e+10       0.000000e+00       3.399145e-01       3.860508e-01       0.000000e+00       2.738833e-01       9.039981e-05       2.376701e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606693e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.945000e+12       1.378462e-12       2.890309e+05       1.741728e+10       0.000000e+00       3.399145e-01       3.860526e-01       0.000000e+00       2.738815e-01       9.039992e-05       2.376711e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606702e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.955000e+12       1.219447e-12       2.886718e+05       1.743145e+10       0.000000e+00       3.399145e-01       3.860543e-01       0.000000e+00       2.738798e-01       9.040003e-05       2.376720e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606712e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.965000e+12       1.078670e-12       2.882371e+05       1.744553e+10       0.000000e+00       3.399145e-01       3.860560e-01       0.000000e+00       2.738781e-01       9.040013e-05       2.376730e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606721e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.975000e+12       9.539721e-13       2.878831e+05       1.745950e+10       0.000000e+00       3.399145e-01       3.860576e-01       0.000000e+00       2.738764e-01       9.040023e-05       2.376739e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606730e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.985000e+12       8.434814e-13       2.878113e+05       1.747337e+10       0.000000e+00       3.399145e-01       3.860592e-01       0.000000e+00       2.738748e-01       9.040033e-05       2.376748e-05       2.062088e-05       1.391059e-05       1.119048e-06       1.606738e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     8.995000e+12       7.455625e-13       2.878735e+05       1.748714e+10       0.000000e+00       3.399146e-01       3.860607e-01       0.000000e+00       2.738733e-01       9.040042e-05       2.376757e-05       2.062088e-05       1.391060e-05       1.119048e-06       1.606747e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.005000e+12       6.587759e-13       2.880759e+05       1.750081e+10       0.000000e+00       3.399146e-01       3.860622e-01       0.000000e+00       2.738718e-01       9.040051e-05       2.376766e-05       2.062088e-05       1.391060e-05       1.119048e-06       1.606755e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.015000e+12       5.818456e-13       2.884447e+05       1.751440e+10       0.000000e+00       3.399146e-01       3.860637e-01       0.000000e+00       2.738703e-01       9.040060e-05       2.376774e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606763e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.025000e+12       5.136350e-13       2.889746e+05       1.752792e+10       0.000000e+00       3.399146e-01       3.860650e-01       0.000000e+00       2.738689e-01       9.040069e-05       2.376782e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606770e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.035000e+12       4.531291e-13       2.896523e+05       1.754140e+10       0.000000e+00       3.399146e-01       3.860664e-01       0.000000e+00       2.738676e-01       9.040077e-05       2.376790e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606778e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.045000e+12       3.994232e-13       2.904707e+05       1.755484e+10       0.000000e+00       3.399147e-01       3.860677e-01       0.000000e+00       2.738663e-01       9.040085e-05       2.376797e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606785e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.055000e+12       3.517156e-13       2.914144e+05       1.756826e+10       0.000000e+00       3.399147e-01       3.860689e-01       0.000000e+00       2.738650e-01       9.040093e-05       2.376804e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606791e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.065000e+12       3.093033e-13       2.924699e+05       1.758167e+10       0.000000e+00       3.399147e-01       3.860700e-01       0.000000e+00       2.738638e-01       9.040100e-05       2.376811e-05       2.062089e-05       1.391060e-05       1.119048e-06       1.606798e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.075000e+12       2.715787e-13       2.935763e+05       1.759508e+10       0.000000e+00       3.399147e-01       3.860712e-01       0.000000e+00       2.738627e-01       9.040107e-05       2.376817e-05       2.062089e-05       1.391060e-05       1.119049e-06       1.606804e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.085000e+12       2.380258e-13       2.947375e+05       1.760848e+10       0.000000e+00       3.399148e-01       3.860722e-01       0.000000e+00       2.738616e-01       9.040114e-05       2.376824e-05       2.062090e-05       1.391060e-05       1.119049e-06       1.606810e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.095000e+12       2.082155e-13       2.958979e+05       1.762188e+10       0.000000e+00       3.399148e-01       3.860732e-01       0.000000e+00       2.738606e-01       9.040120e-05       2.376829e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606815e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.105000e+12       1.817973e-13       2.968631e+05       1.763527e+10       0.000000e+00       3.399148e-01       3.860742e-01       0.000000e+00       2.738596e-01       9.040127e-05       2.376835e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606820e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.115000e+12       1.584881e-13       2.979982e+05       1.764866e+10       0.000000e+00       3.399148e-01       3.860751e-01       0.000000e+00       2.738587e-01       9.040132e-05       2.376840e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606825e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.125000e+12       1.380585e-13       2.991471e+05       1.766206e+10       0.000000e+00       3.399149e-01       3.860760e-01       0.000000e+00       2.738578e-01       9.040138e-05       2.376846e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606830e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.135000e+12       1.203150e-13       2.998908e+05       1.767553e+10       0.000000e+00       3.399149e-01       3.860768e-01       0.000000e+00       2.738569e-01       9.040144e-05       2.376851e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606835e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.145000e+12       1.050817e-13       3.014703e+05       1.768915e+10       0.000000e+00       3.399149e-01       3.860777e-01       0.000000e+00       2.738560e-01       9.040150e-05       2.376856e-05       2.062090e-05       1.391061e-05       1.119049e-06       1.606840e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.155000e+12       9.218077e-14       3.023965e+05       1.770309e+10       0.000000e+00       3.399149e-01       3.860786e-01       0.000000e+00       2.738551e-01       9.040155e-05       2.376861e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606845e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.165000e+12       8.141292e-14       3.032881e+05       1.771758e+10       0.000000e+00       3.399149e-01       3.860794e-01       0.000000e+00       2.738542e-01       9.040161e-05       2.376866e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606850e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.175000e+12       7.254277e-14       3.081427e+05       1.773288e+10       0.000000e+00       3.399150e-01       3.860803e-01       0.000000e+00       2.738533e-01       9.040166e-05       2.376871e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606855e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.185000e+12       6.528774e-14       2.983510e+05       1.774919e+10       0.000000e+00       3.399150e-01       3.860812e-01       0.000000e+00       2.738524e-01       9.040172e-05       2.376877e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606859e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.195000e+12       5.931352e-14       2.782373e+05       1.776626e+10       0.000000e+00       3.399150e-01       3.860820e-01       0.000000e+00       2.738515e-01       9.040178e-05       2.376882e-05       2.062091e-05       1.391061e-05       1.119049e-06       1.606864e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.205000e+12       5.424577e-14       2.930079e+05       1.778249e+10       0.000000e+00       3.399150e-01       3.860829e-01       0.000000e+00       2.738506e-01       9.040184e-05       2.376887e-05       2.062091e-05       1.391062e-05       1.119050e-06       1.606869e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.215000e+12       4.972621e-14       2.736470e+05       1.779309e+10       0.000000e+00       3.399151e-01       3.860839e-01       0.000000e+00       2.738496e-01       9.040190e-05       2.376893e-05       2.062091e-05       1.391062e-05       1.119050e-06       1.606875e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.225000e+12       4.552217e-14       2.571281e+05       1.779531e+10       0.000000e+00       3.399151e-01       3.860848e-01       0.000000e+00       2.738487e-01       9.040196e-05       2.376899e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606880e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.235000e+12       4.151703e-14       2.607417e+05       1.779537e+10       0.000000e+00       3.399151e-01       3.860857e-01       0.000000e+00       2.738477e-01       9.040202e-05       2.376904e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606885e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.245000e+12       3.762626e-14       2.596469e+05       1.779537e+10       0.000000e+00       3.399151e-01       3.860866e-01       0.000000e+00       2.738469e-01       9.040208e-05       2.376909e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606890e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.255000e+12       3.377843e-14       2.516856e+05       1.779537e+10       0.000000e+00       3.399152e-01       3.860873e-01       0.000000e+00       2.738461e-01       9.040213e-05       2.376914e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606894e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.265000e+12       2.993183e-14       2.904082e+05       1.779537e+10       0.000000e+00       3.399152e-01       3.860879e-01       0.000000e+00       2.738454e-01       9.040217e-05       2.376918e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606898e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.275000e+12       2.605445e-14       4.095528e+05       1.779537e+10       0.000000e+00       3.399152e-01       3.860885e-01       0.000000e+00       2.738449e-01       9.040221e-05       2.376921e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606901e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.285000e+12       2.207488e-14       6.509213e+05       1.779537e+10       0.000000e+00       3.399152e-01       3.860890e-01       0.000000e+00       2.738444e-01       9.040224e-05       2.376924e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606903e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.295000e+12       1.789075e-14       8.655839e+05       1.779537e+10       0.000000e+00       3.399152e-01       3.860894e-01       0.000000e+00       2.738440e-01       9.040227e-05       2.376926e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606906e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.305000e+12       1.350501e-14       1.031570e+06       1.779537e+10       0.000000e+00       3.399152e-01       3.860897e-01       0.000000e+00       2.738436e-01       9.040229e-05       2.376928e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606907e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.315000e+12       9.601132e-15       1.186880e+06       1.779537e+10       0.000000e+00       3.399152e-01       3.860900e-01       0.000000e+00       2.738433e-01       9.040231e-05       2.376930e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606909e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.325000e+12       6.467513e-15       1.336115e+06       1.779537e+10       0.000000e+00       3.399152e-01       3.860902e-01       0.000000e+00       2.738431e-01       9.040233e-05       2.376932e-05       2.062092e-05       1.391062e-05       1.119050e-06       1.606911e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.335000e+12       4.114740e-15       1.471040e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860905e-01       0.000000e+00       2.738429e-01       9.040234e-05       2.376933e-05       2.062093e-05       1.391062e-05       1.119050e-06       1.606912e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.345000e+12       2.467499e-15       1.583600e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860907e-01       0.000000e+00       2.738426e-01       9.040236e-05       2.376934e-05       2.062093e-05       1.391062e-05       1.119050e-06       1.606913e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.355000e+12       1.393309e-15       1.666786e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860909e-01       0.000000e+00       2.738425e-01       9.040237e-05       2.376935e-05       2.062093e-05       1.391062e-05       1.119050e-06       1.606914e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.365000e+12       7.408227e-16       1.716466e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860910e-01       0.000000e+00       2.738423e-01       9.040238e-05       2.376936e-05       2.062093e-05       1.391062e-05       1.119050e-06       1.606915e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.375000e+12       3.711813e-16       1.737644e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860912e-01       0.000000e+00       2.738421e-01       9.040239e-05       2.376937e-05       2.062093e-05       1.391063e-05       1.119050e-06       1.606916e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.385000e+12       1.754075e-16       1.760177e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860914e-01       0.000000e+00       2.738419e-01       9.040240e-05       2.376938e-05       2.062093e-05       1.391063e-05       1.119050e-06       1.606917e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
     9.395000e+12       7.816363e-17       1.839043e+06       1.779537e+10       0.000000e+00       3.399153e-01       3.860915e-01       0.000000e+00       2.738418e-01       9.040241e-05       2.376939e-05       2.062093e-05       1.391063e-05       1.119050e-06       1.606918e-06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
